league,season,game,date,home_team,away_team,B365H,B365D,B365A,WHH,WHD,WHA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,pAvgH,pAvgD,pAvgA
ENG-Premier League,2223,2022-08-05 Crystal Palace-Arsenal,2022-08-05 20:00:00,Crystal Palace,Arsenal,4.2,3.6,1.85,4.4,3.5,1.83,4.6,3.78,1.95,4.39,3.59,1.88,0.21616122279660535,0.2664246669958256,0.5174141102071224
ENG-Premier League,2223,2022-08-06 Bournemouth-Aston Villa,2022-08-06 15:00:00,Bournemouth,Aston Villa,3.75,3.5,2.0,3.75,3.3,2.05,4.0,3.66,2.1,3.8,3.5,2.04,0.250938214679031,0.273271166749258,0.47579061857216687
ENG-Premier League,2223,2022-08-06 Everton-Chelsea,2022-08-06 17:30:00,Everton,Chelsea,5.5,4.0,1.61,5.8,3.75,1.62,6.1,4.2,1.67,5.74,3.96,1.63,0.16253841959421272,0.24001221932329966,0.5974493610820367
ENG-Premier League,2223,2022-08-06 Fulham-Liverpool,2022-08-06 12:30:00,Fulham,Liverpool,11.0,6.0,1.25,12.0,5.5,1.27,13.0,6.4,1.31,10.99,6.05,1.28,0.08092754950372419,0.15434234155347773,0.7647301089432005
ENG-Premier League,2223,2022-08-06 Leeds United-Wolves,2022-08-06 15:00:00,Leeds United,Wolves,2.25,3.4,3.2,2.25,3.3,3.2,2.42,3.54,3.3,2.34,3.34,3.18,0.4127960657866399,0.28614761650542003,0.30105631770746805
ENG-Premier League,2223,2022-08-06 Newcastle Utd-Nott'ham Forest,2022-08-06 15:00:00,Newcastle Utd,Nott'ham Forest,1.66,3.8,5.25,1.67,3.7,5.25,1.72,3.96,6.0,1.67,3.8,5.57,0.5824082641835069,0.2501507741843928,0.1674409616325657
ENG-Premier League,2223,2022-08-06 Tottenham-Southampton,2022-08-06 15:00:00,Tottenham,Southampton,1.33,5.5,8.5,1.35,5.0,8.5,1.4,5.5,9.2,1.36,5.27,8.64,0.7178172330101948,0.1776527385391691,0.10453002845025057
ENG-Premier League,2223,2022-08-07 Leicester City-Brentford,2022-08-07 14:00:00,Leicester City,Brentford,2.0,3.75,3.5,2.0,3.6,3.5,2.1,3.84,3.8,2.03,3.66,3.64,0.4776372730343839,0.26043847374079093,0.2619242532253001
ENG-Premier League,2223,2022-08-07 Manchester Utd-Brighton,2022-08-07 14:00:00,Manchester Utd,Brighton,1.6,4.2,5.25,1.6,3.9,5.5,1.66,4.22,6.12,1.62,4.01,5.68,0.6002206229662115,0.23613283189055806,0.16364654514365068
ENG-Premier League,2223,2022-08-07 West Ham-Manchester City,2022-08-07 16:30:00,West Ham,Manchester City,8.0,5.0,1.36,9.0,5.0,1.33,9.6,5.6,1.41,8.32,5.25,1.37,0.10898199801563305,0.17843239744935083,0.7125856045346218
ENG-Premier League,2223,2022-08-13 Arsenal-Leicester City,2022-08-13 15:00:00,Arsenal,Leicester City,1.53,4.33,5.75,1.53,4.2,5.8,1.6,4.65,6.42,1.55,4.37,6.04,0.6290778052982033,0.21675906872268175,0.1541631259795534
ENG-Premier League,2223,2022-08-13 Aston Villa-Everton,2022-08-13 12:30:00,Aston Villa,Everton,1.8,3.5,4.75,1.8,3.4,4.75,1.85,3.68,5.12,1.82,3.56,4.87,0.5357596754869495,0.26955311168053364,0.19468721283296753
ENG-Premier League,2223,2022-08-13 Brentford-Manchester Utd,2022-08-13 17:30:00,Brentford,Manchester Utd,3.75,3.5,2.0,3.8,3.5,1.95,4.04,3.65,2.08,3.77,3.56,2.02,0.25234968589422296,0.2678328563857682,0.4798174577204572
ENG-Premier League,2223,2022-08-13 Brighton-Newcastle Utd,2022-08-13 15:00:00,Brighton,Newcastle Utd,2.45,3.2,3.0,2.38,3.25,3.0,2.54,3.46,3.27,2.44,3.25,3.1,0.3958416999305011,0.29470955001766086,0.30944875005137756
ENG-Premier League,2223,2022-08-13 Manchester City-Bournemouth,2022-08-13 15:00:00,Manchester City,Bournemouth,1.06,13.0,29.0,1.05,13.0,34.0,1.09,16.0,50.0,1.07,12.72,37.57,0.9155539660365282,0.0672224830975087,0.01722355086576222
ENG-Premier League,2223,2022-08-13 Southampton-Leeds United,2022-08-13 15:00:00,Southampton,Leeds United,2.25,3.5,3.1,2.25,3.4,3.1,2.4,3.64,3.2,2.32,3.51,3.1,0.4173896891225334,0.2726468656222432,0.3099634452556784
ENG-Premier League,2223,2022-08-13 Wolves-Fulham,2022-08-13 15:00:00,Wolves,Fulham,2.3,3.3,3.2,2.35,3.25,3.1,2.48,3.46,3.29,2.4,3.28,3.15,0.40298821174474775,0.29227611540782106,0.3047356728469525
ENG-Premier League,2223,2022-08-14 Chelsea-Tottenham,2022-08-14 16:30:00,Chelsea,Tottenham,2.25,3.4,3.2,2.25,3.3,3.2,2.38,3.55,3.36,2.29,3.44,3.21,0.42284591157725504,0.27826429121280766,0.2988897972094757
ENG-Premier League,2223,2022-08-14 Nott'ham Forest-West Ham,2022-08-14 14:00:00,Nott'ham Forest,West Ham,4.2,3.6,1.85,4.2,3.5,1.85,4.4,3.75,1.94,4.21,3.64,1.9,0.22571045775423373,0.26253900843699873,0.51175053380921
ENG-Premier League,2223,2022-08-15 Liverpool-Crystal Palace,2022-08-15 20:00:00,Liverpool,Crystal Palace,1.18,6.75,16.0,1.18,6.5,17.0,1.23,7.23,19.0,1.2,6.85,16.33,0.8149723618505459,0.13422444346369758,0.05080319468541748
ENG-Premier League,2223,2022-08-20 Bournemouth-Arsenal,2022-08-20 17:30:00,Bournemouth,Arsenal,8.0,4.75,1.4,8.0,4.5,1.4,8.01,4.9,1.47,7.65,4.7,1.43,0.11879831685587433,0.19984849801244117,0.6813531851312883
ENG-Premier League,2223,2022-08-20 Crystal Palace-Aston Villa,2022-08-20 15:00:00,Crystal Palace,Aston Villa,2.5,3.25,2.9,2.5,3.2,2.9,2.6,3.35,3.16,2.52,3.2,3.0,0.3820872833274119,0.2986504089646478,0.31926230770746844
ENG-Premier League,2223,2022-08-20 Everton-Nott'ham Forest,2022-08-20 15:00:00,Everton,Nott'ham Forest,1.9,3.6,4.0,1.91,3.5,4.0,2.02,3.64,4.3,1.97,3.48,4.05,0.49200293218545704,0.27400403107368826,0.23399303674130076
ENG-Premier League,2223,2022-08-20 Fulham-Brentford,2022-08-20 15:00:00,Fulham,Brentford,2.45,3.4,2.9,2.4,3.4,2.88,2.62,3.54,3.04,2.46,3.42,2.92,0.39210841662115414,0.2791702677856078,0.32872131559369816
ENG-Premier League,2223,2022-08-20 Leicester City-Southampton,2022-08-20 15:00:00,Leicester City,Southampton,1.83,4.0,4.0,1.85,3.75,3.9,1.88,4.1,4.2,1.85,3.97,4.01,0.5246223903594607,0.2389316015682436,0.2364460080727396
ENG-Premier League,2223,2022-08-20 Tottenham-Wolves,2022-08-20 12:30:00,Tottenham,Wolves,1.4,4.75,7.5,1.38,4.6,8.5,1.44,5.14,8.5,1.41,4.88,7.96,0.6924283300640576,0.19298152640712624,0.11459014352840119
ENG-Premier League,2223,2022-08-21 Leeds United-Chelsea,2022-08-21 14:00:00,Leeds United,Chelsea,5.75,4.5,1.53,5.25,4.33,1.57,6.23,4.6,1.6,5.93,4.43,1.55,0.15720918372943876,0.2137011820784733,0.6290896341925128
ENG-Premier League,2223,2022-08-21 Newcastle Utd-Manchester City,2022-08-21 16:30:00,Newcastle Utd,Manchester City,7.5,5.0,1.36,9.0,4.8,1.35,9.5,5.35,1.41,8.67,5.11,1.37,0.10409099456931692,0.183479992863861,0.7124290125672121
ENG-Premier League,2223,2022-08-21 West Ham-Brighton,2022-08-21 14:00:00,West Ham,Brighton,2.3,3.4,3.1,2.25,3.4,3.1,2.42,3.52,3.29,2.32,3.41,3.14,0.41590200834179186,0.2795760130879573,0.3045219785698006
ENG-Premier League,2223,2022-08-22 Manchester Utd-Liverpool,2022-08-22 20:00:00,Manchester Utd,Liverpool,5.25,4.33,1.6,5.25,4.33,1.57,5.6,4.7,1.65,5.22,4.38,1.6,0.17834986309109616,0.21464856960658438,0.6070015673027609
ENG-Premier League,2223,2022-08-27 Arsenal-Fulham,2022-08-27 17:30:00,Arsenal,Fulham,1.3,5.75,9.0,1.29,5.5,9.5,1.36,6.1,10.0,1.32,5.77,9.44,0.7415813554415404,0.16252543071521408,0.09589321384281457
ENG-Premier League,2223,2022-08-27 Brentford-Everton,2022-08-27 15:00:00,Brentford,Everton,2.0,3.5,3.75,2.05,3.4,3.6,2.16,3.58,3.92,2.06,3.47,3.77,0.4711479053546851,0.2757793804493741,0.2530727141964061
ENG-Premier League,2223,2022-08-27 Brighton-Leeds United,2022-08-27 15:00:00,Brighton,Leeds United,1.9,3.8,3.8,1.85,3.7,4.0,1.96,3.85,4.24,1.91,3.73,4.04,0.5087934948020069,0.2557861017944693,0.23542040340396905
ENG-Premier League,2223,2022-08-27 Chelsea-Leicester City,2022-08-27 15:00:00,Chelsea,Leicester City,1.4,5.0,7.0,1.4,4.75,7.5,1.46,5.2,8.2,1.42,4.93,7.52,0.6873682360147024,0.1908505297636721,0.12178123422121617
ENG-Premier League,2223,2022-08-27 Liverpool-Bournemouth,2022-08-27 15:00:00,Liverpool,Bournemouth,1.1,10.0,26.0,1.1,9.5,21.0,1.14,11.0,34.0,1.11,10.17,25.51,0.882856151748105,0.08746620864895169,0.0296776396027074
ENG-Premier League,2223,2022-08-27 Manchester City-Crystal Palace,2022-08-27 15:00:00,Manchester City,Crystal Palace,1.18,7.5,13.0,1.18,7.0,15.0,1.22,8.2,18.0,1.19,7.56,15.25,0.8229786481673839,0.12137515821420149,0.05564619361874047
ENG-Premier League,2223,2022-08-27 Southampton-Manchester Utd,2022-08-27 12:30:00,Southampton,Manchester Utd,4.2,4.0,1.8,4.2,4.0,1.75,4.5,4.35,1.85,4.27,4.06,1.8,0.22316244710535107,0.23516334115631027,0.5416742117388007
ENG-Premier League,2223,2022-08-28 Aston Villa-West Ham,2022-08-28 14:00:00,Aston Villa,West Ham,2.3,3.4,3.1,2.25,3.4,3.1,2.41,3.6,3.3,2.3,3.43,3.18,0.42030184773567225,0.2785062132093917,0.3011919390554002
ENG-Premier League,2223,2022-08-28 Nott'ham Forest-Tottenham,2022-08-28 16:30:00,Nott'ham Forest,Tottenham,7.0,4.6,1.44,7.0,4.4,1.44,7.5,4.8,1.51,6.98,4.59,1.47,0.1315840857875691,0.20532502708025052,0.6630908871317576
ENG-Premier League,2223,2022-08-28 Wolves-Newcastle Utd,2022-08-28 14:00:00,Wolves,Newcastle Utd,2.7,3.3,2.7,2.7,3.25,2.62,2.86,3.46,2.79,2.75,3.26,2.7,0.3498819184965724,0.293569740265903,0.3565483412379883
ENG-Premier League,2223,2022-08-30 Crystal Palace-Brentford,2022-08-30 19:30:00,Crystal Palace,Brentford,2.05,3.4,3.6,2.05,3.4,3.6,2.16,3.58,3.9,2.1,3.42,3.72,0.46252066621138027,0.2804184470274537,0.2570608867607026
ENG-Premier League,2223,2022-08-30 Fulham-Brighton,2022-08-30 19:30:00,Fulham,Brighton,3.1,3.3,2.3,3.2,3.2,2.3,3.44,3.45,2.4,3.21,3.35,2.33,0.2987899010118109,0.2858988106474138,0.4153112883403095
ENG-Premier League,2223,2022-08-30 Leeds United-Everton,2022-08-30 20:00:00,Leeds United,Everton,2.15,3.5,3.3,2.1,3.4,3.4,2.18,3.72,3.58,2.14,3.57,3.46,0.4540566350906958,0.2685599330827176,0.2773834318270649
ENG-Premier League,2223,2022-08-30 Southampton-Chelsea,2022-08-30 19:45:00,Southampton,Chelsea,5.25,4.0,1.61,5.25,4.0,1.62,5.5,4.3,1.69,5.22,4.16,1.65,0.1803567312851179,0.22868228455866563,0.5909609841557831
ENG-Premier League,2223,2022-08-31 Arsenal-Aston Villa,2022-08-31 19:30:00,Arsenal,Aston Villa,1.45,4.5,6.0,1.44,4.4,7.0,1.5,4.8,7.5,1.47,4.63,7.0,0.6640312183391947,0.20415191868806906,0.13181686297231787
ENG-Premier League,2223,2022-08-31 Bournemouth-Wolves,2022-08-31 19:30:00,Bournemouth,Wolves,3.5,3.3,2.15,3.5,3.4,2.1,3.67,3.54,2.24,3.53,3.38,2.16,0.26991580508362345,0.2823541825425772,0.4477300123742608
ENG-Premier League,2223,2022-08-31 Liverpool-Newcastle Utd,2022-08-31 20:00:00,Liverpool,Newcastle Utd,1.33,5.25,9.0,1.29,5.5,10.0,1.34,6.25,11.0,1.31,5.81,9.58,0.746002555204113,0.16045095656143404,0.09354648823406396
ENG-Premier League,2223,2022-08-31 Manchester City-Nott'ham Forest,2022-08-31 19:30:00,Manchester City,Nott'ham Forest,1.06,13.0,29.0,1.06,12.0,29.0,1.1,14.5,43.0,1.08,12.84,30.99,0.9087556824969388,0.06780128748611228,0.02344303001722428
ENG-Premier League,2223,2022-08-31 West Ham-Tottenham,2022-08-31 19:45:00,West Ham,Tottenham,3.6,3.8,1.95,3.7,3.6,1.95,3.8,3.9,2.08,3.63,3.74,2.01,0.26273048065606175,0.2547111720833644,0.4825583472601049
ENG-Premier League,2223,2022-09-01 Leicester City-Manchester Utd,2022-09-01 20:00:00,Leicester City,Manchester Utd,3.4,3.75,2.05,3.3,3.7,2.05,3.54,4.0,2.14,3.41,3.81,2.07,0.28081944913357,0.2503340333049733,0.46884651756098406
ENG-Premier League,2223,2022-09-03 Aston Villa-Manchester City,2022-09-03 17:30:00,Aston Villa,Manchester City,8.0,5.5,1.33,9.0,5.25,1.32,9.9,6.0,1.38,8.75,5.63,1.34,0.10379189899656527,0.16640982290695658,0.7297982780969068
ENG-Premier League,2223,2022-09-03 Brentford-Leeds United,2022-09-03 15:00:00,Brentford,Leeds United,2.1,3.5,3.4,2.15,3.5,3.2,2.25,3.75,3.45,2.17,3.59,3.33,0.4464858610780011,0.2659914311407738,0.2875227077807565
ENG-Premier League,2223,2022-09-03 Chelsea-West Ham,2022-09-03 15:00:00,Chelsea,West Ham,1.55,4.5,5.5,1.53,4.2,5.8,1.59,4.58,6.4,1.55,4.38,6.03,0.629177530969859,0.21631716861276915,0.15450530041779692
ENG-Premier League,2223,2022-09-03 Everton-Liverpool,2022-09-03 12:30:00,Everton,Liverpool,7.0,4.75,1.4,8.0,4.75,1.38,8.5,5.39,1.44,7.77,5.06,1.4,0.11739093039404815,0.1855173502256437,0.6970917193798971
ENG-Premier League,2223,2022-09-03 Newcastle Utd-Crystal Palace,2022-09-03 15:00:00,Newcastle Utd,Crystal Palace,2.0,3.5,3.75,2.0,3.4,3.7,2.12,3.6,4.0,2.05,3.48,3.8,0.4736953332297597,0.27513407463751177,0.25117059213318554
ENG-Premier League,2223,2022-09-03 Nott'ham Forest-Bournemouth,2022-09-03 15:00:00,Nott'ham Forest,Bournemouth,1.95,3.5,3.8,2.0,3.4,3.8,2.06,3.56,4.0,2.02,3.47,3.89,0.48014536014138504,0.27532561266716765,0.24452902719190395
ENG-Premier League,2223,2022-09-03 Tottenham-Fulham,2022-09-03 15:00:00,Tottenham,Fulham,1.5,4.5,6.5,1.47,4.33,6.5,1.53,4.8,7.04,1.49,4.62,6.54,0.6544233071530547,0.20420743858824816,0.1413692542582497
ENG-Premier League,2223,2022-09-03 Wolves-Southampton,2022-09-03 15:00:00,Wolves,Southampton,2.2,3.4,3.25,2.2,3.4,3.25,2.32,3.54,3.45,2.24,3.4,3.33,0.43181250054636955,0.2810341573528052,0.28715334210127796
ENG-Premier League,2223,2022-09-04 Brighton-Leicester City,2022-09-04 14:00:00,Brighton,Leicester City,1.83,3.5,4.5,1.83,3.4,4.5,1.92,3.77,4.85,1.87,3.6,4.43,0.5202266650207121,0.2656533128709745,0.21412002210878658
ENG-Premier League,2223,2022-09-04 Manchester Utd-Arsenal,2022-09-04 16:30:00,Manchester Utd,Arsenal,2.5,3.5,2.7,2.5,3.5,2.7,2.7,3.74,2.78,2.61,3.55,2.67,0.3696617399297312,0.26920317468482907,0.3611350853858961
ENG-Premier League,2223,2022-09-16 Aston Villa-Southampton,2022-09-16 20:00:00,Aston Villa,Southampton,2.1,3.5,3.5,2.05,3.5,3.5,2.18,3.72,3.62,2.1,3.55,3.53,0.4611608136467078,0.26862991038285305,0.2702092759708927
ENG-Premier League,2223,2022-09-16 Nott'ham Forest-Fulham,2022-09-16 20:00:00,Nott'ham Forest,Fulham,2.75,3.3,2.62,2.75,3.4,2.5,2.92,3.54,2.68,2.81,3.4,2.57,0.34274648773532906,0.2815935703175937,0.37565994194754493
ENG-Premier League,2223,2022-09-17 Newcastle Utd-Bournemouth,2022-09-17 15:00:00,Newcastle Utd,Bournemouth,1.44,4.4,7.5,1.44,4.2,7.5,1.5,4.7,7.77,1.47,4.47,7.39,0.6639503538900642,0.2117410187361654,0.12430862737421543
ENG-Premier League,2223,2022-09-17 Tottenham-Leicester City,2022-09-17 17:30:00,Tottenham,Leicester City,1.45,4.5,7.0,1.47,4.5,6.5,1.54,5.0,7.1,1.49,4.59,6.7,0.6553359410161125,0.20627826586550557,0.1383857931188158
ENG-Premier League,2223,2022-09-17 Wolves-Manchester City,2022-09-17 12:30:00,Wolves,Manchester City,9.5,5.0,1.33,9.5,5.25,1.32,10.0,5.9,1.37,9.25,5.47,1.34,0.0979506098180905,0.17183404611777617,0.7302153440645583
ENG-Premier League,2223,2022-09-18 Brentford-Arsenal,2022-09-18 12:00:00,Brentford,Arsenal,4.2,3.8,1.8,4.2,3.8,1.78,4.5,4.05,1.86,4.3,3.91,1.81,0.22010985482272494,0.24306194219056595,0.5368282029862648
ENG-Premier League,2223,2022-09-18 Everton-West Ham,2022-09-18 14:15:00,Everton,West Ham,2.9,3.25,2.5,2.9,3.25,2.45,3.05,3.45,2.58,2.95,3.31,2.5,0.32536356075009726,0.2888731429975161,0.3857632962519175
ENG-Premier League,2223,2022-10-01 Arsenal-Tottenham,2022-10-01 12:30:00,Arsenal,Tottenham,2.05,3.75,3.3,2.05,3.5,3.5,2.15,3.85,3.65,2.08,3.7,3.48,0.46669801175602643,0.2581909512050103,0.2751110370384893
ENG-Premier League,2223,2022-10-01 Bournemouth-Brentford,2022-10-01 15:00:00,Bournemouth,Brentford,3.3,3.4,2.2,3.3,3.4,2.15,3.5,3.56,2.28,3.36,3.44,2.21,0.2845118912823007,0.27766158060168883,0.43782652811645767
ENG-Premier League,2223,2022-10-01 Crystal Palace-Chelsea,2022-10-01 15:00:00,Crystal Palace,Chelsea,4.2,3.6,1.85,4.2,3.6,1.83,4.6,3.7,1.95,4.29,3.57,1.9,0.2210356918769652,0.2675718059594083,0.5113925021640923
ENG-Premier League,2223,2022-10-01 Fulham-Newcastle Utd,2022-10-01 15:00:00,Fulham,Newcastle Utd,3.0,3.4,2.37,3.0,3.3,2.35,3.15,3.68,2.42,3.04,3.46,2.37,0.3158167741114154,0.2762855452259616,0.4078976806621469
ENG-Premier League,2223,2022-10-01 Liverpool-Brighton,2022-10-01 15:00:00,Liverpool,Brighton,1.33,5.25,8.5,1.36,5.0,8.0,1.41,5.5,8.9,1.37,5.33,8.25,0.7133627352682175,0.17614752143060713,0.11048974330157584
ENG-Premier League,2223,2022-10-01 Southampton-Everton,2022-10-01 15:00:00,Southampton,Everton,2.15,3.4,3.4,2.15,3.4,3.3,2.28,3.52,3.55,2.19,3.41,3.44,0.44200010770499515,0.2802656103528943,0.27773428194256666
ENG-Premier League,2223,2022-10-01 West Ham-Wolves,2022-10-01 17:30:00,West Ham,Wolves,1.95,3.5,4.2,1.91,3.4,4.2,2.02,3.65,4.31,1.96,3.48,4.12,0.4951591678246417,0.27451016731926003,0.23033066485656223
ENG-Premier League,2223,2022-10-02 Leeds United-Aston Villa,2022-10-02 16:30:00,Leeds United,Aston Villa,2.35,3.4,3.0,2.35,3.4,2.9,2.48,3.66,3.12,2.36,3.46,3.03,0.40866634370754074,0.2753786066707779,0.3159550496221352
ENG-Premier League,2223,2022-10-02 Manchester City-Manchester Utd,2022-10-02 14:00:00,Manchester City,Manchester Utd,1.33,5.75,7.5,1.33,5.25,8.5,1.4,6.0,9.4,1.35,5.7,8.0,0.7230474863417212,0.1633887412057329,0.11356377245296408
ENG-Premier League,2223,2022-10-03 Leicester City-Nott'ham Forest,2022-10-03 20:00:00,Leicester City,Nott'ham Forest,1.75,4.0,4.33,1.73,3.9,4.4,1.8,4.2,4.51,1.76,4.05,4.41,0.5519637160300787,0.23398672051240887,0.21404956345795048
ENG-Premier League,2223,2022-10-08 Bournemouth-Leicester City,2022-10-08 15:00:00,Bournemouth,Leicester City,3.6,3.4,2.05,3.5,3.6,2.0,3.65,3.85,2.16,3.53,3.63,2.09,0.27144562804672306,0.26371506539802275,0.46483930655572064
ENG-Premier League,2223,2022-10-08 Brighton-Tottenham,2022-10-08 17:30:00,Brighton,Tottenham,2.8,3.4,2.5,2.7,3.4,2.5,2.83,3.66,2.68,2.76,3.47,2.58,0.3494632429482854,0.27603240018089803,0.37450435687035866
ENG-Premier League,2223,2022-10-08 Chelsea-Wolves,2022-10-08 15:00:00,Chelsea,Wolves,1.4,4.5,8.0,1.4,4.5,8.0,1.44,5.0,9.2,1.4,4.82,8.5,0.697595473526082,0.1956048979016719,0.10679962857268263
ENG-Premier League,2223,2022-10-08 Manchester City-Southampton,2022-10-08 15:00:00,Manchester City,Southampton,1.11,10.0,17.0,1.1,9.0,23.0,1.14,11.0,27.0,1.12,10.3,21.15,0.875453567598518,0.0866967774445058,0.03784965495723475
ENG-Premier League,2223,2022-10-08 Newcastle Utd-Brentford,2022-10-08 15:00:00,Newcastle Utd,Brentford,1.83,3.8,4.2,1.78,3.75,4.33,1.88,4.08,4.6,1.8,3.92,4.38,0.5405634635367842,0.24297931764222655,0.21645721882145447
ENG-Premier League,2223,2022-10-09 Arsenal-Liverpool,2022-10-09 16:30:00,Arsenal,Liverpool,2.5,3.6,2.62,2.5,3.6,2.6,2.69,3.96,2.7,2.58,3.72,2.62,0.3745049915222441,0.2568521848241815,0.3686428236531111
ENG-Premier League,2223,2022-10-09 Crystal Palace-Leeds United,2022-10-09 14:00:00,Crystal Palace,Leeds United,2.05,3.5,3.6,2.0,3.6,3.5,2.17,3.85,3.77,2.07,3.62,3.57,0.4686169322839112,0.2637763762409097,0.2676066914747184
ENG-Premier League,2223,2022-10-09 Everton-Manchester Utd,2022-10-09 19:00:00,Everton,Manchester Utd,3.6,3.5,2.05,3.5,3.5,2.05,3.71,3.8,2.15,3.56,3.58,2.09,0.2686218682102077,0.2670679563433119,0.46431017544694897
ENG-Premier League,2223,2022-10-09 West Ham-Fulham,2022-10-09 14:00:00,West Ham,Fulham,1.72,3.8,4.75,1.75,3.75,4.5,1.84,4.05,4.82,1.78,3.9,4.56,0.5473048306011054,0.24472374101464017,0.20797142838380814
ENG-Premier League,2223,2022-10-10 Nott'ham Forest-Aston Villa,2022-10-10 20:00:00,Nott'ham Forest,Aston Villa,3.3,3.4,2.2,3.4,3.3,2.15,3.48,3.65,2.25,3.35,3.49,2.19,0.28511828928680116,0.27326941227301127,0.4416122984406612
ENG-Premier League,2223,2022-10-14 Brentford-Brighton,2022-10-14 20:00:00,Brentford,Brighton,3.1,3.4,2.3,3.2,3.25,2.25,3.33,3.52,2.38,3.21,3.44,2.3,0.29950102901666587,0.2788655360159012,0.42163343496696687
ENG-Premier League,2223,2022-10-15 Fulham-Bournemouth,2022-10-15 15:00:00,Fulham,Bournemouth,1.85,3.75,4.0,1.88,3.6,4.0,1.96,3.9,4.3,1.89,3.72,4.13,0.5139561703811746,0.2562282576359956,0.22981557198238303
ENG-Premier League,2223,2022-10-15 Leicester City-Crystal Palace,2022-10-15 12:30:00,Leicester City,Crystal Palace,2.3,3.4,3.1,2.25,3.4,3.1,2.44,3.68,3.21,2.31,3.49,3.12,0.418735605753197,0.2738124311290559,0.30745196311819994
ENG-Premier League,2223,2022-10-15 Tottenham-Everton,2022-10-15 17:30:00,Tottenham,Everton,1.5,4.5,6.5,1.47,4.2,7.0,1.52,4.75,7.26,1.49,4.56,6.81,0.6557350063810392,0.20799083368814525,0.13627415993127207
ENG-Premier League,2223,2022-10-15 Wolves-Nott'ham Forest,2022-10-15 15:00:00,Wolves,Nott'ham Forest,1.7,3.75,5.0,1.7,3.7,5.0,1.78,3.9,5.5,1.72,3.81,5.13,0.56622267553741,0.25031475115695234,0.18346257330518867
ENG-Premier League,2223,2022-10-16 Aston Villa-Chelsea,2022-10-16 14:00:00,Aston Villa,Chelsea,4.33,3.75,1.8,4.4,3.6,1.8,4.78,3.84,1.87,4.54,3.69,1.82,0.20797094301273147,0.25817638561166745,0.5338526713760552
ENG-Premier League,2223,2022-10-16 Leeds United-Arsenal,2022-10-16 14:00:00,Leeds United,Arsenal,6.0,4.2,1.55,5.5,4.2,1.57,6.3,4.6,1.6,5.83,4.41,1.56,0.16013495782432732,0.2147830421644208,0.6250820000117138
